n1,n2,predicado
http://www.co-ode.org/ontologies/pizza/pizza.owl#Fiorentina,04a14f5c-1096-4052-aa2f-9814f30b79e7,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Fiorentina,d2ef52cd-887a-4abb-8924-802a8c272c60,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Fiorentina,2bdc5d1f-2b5f-4379-badf-046cb210964b,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Fiorentina,a1a47c1d-d159-41e5-a35f-0068a8849787,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Fiorentina,dcc41e3f-ac4c-487c-8822-83119fd3ffdc,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Fiorentina,346fdf0a-c4ae-453c-8bdd-5e6e8ea12b11,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Fiorentina,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Fiorentina,07253a6c-4cf9-42b7-8629-3eace9bb15ba,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SultanaTopping,5021d268-77ab-4c5a-a4cf-6bccec6039a5,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SultanaTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#FruitTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#RosemaryTopping,11758c80-2067-4757-a670-b8d002fa23f8,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#RosemaryTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#HerbSpiceTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Mild,http://www.co-ode.org/ontologies/pizza/pizza.owl#Spiciness,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#Food,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SlicedTomatoTopping,92420752-31b4-4c1b-b3b8-73ad79e3d7ca,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SlicedTomatoTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#TomatoTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Margherita,4ff68e01-28aa-4fd2-a9da-ffdfd68c5fb8,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Margherita,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Margherita,9e095961-9813-44f8-af2c-e36af623b1f2,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Margherita,6a172ea8-9c57-49cb-acc8-ab29b34eeea0,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PetitPoisTopping,0b29bbf8-7a8a-49eb-91f0-3e73dc3be368,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PetitPoisTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#CajunSpiceTopping,98e43623-dd57-4f70-ade7-771b3a6006da,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#CajunSpiceTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#HerbSpiceTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SweetPepperTopping,e80fb317-1ccc-4b8c-8e83-112729ceff96,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SweetPepperTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#PepperTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SundriedTomatoTopping,7d16257f-8b17-412f-8eb7-3666b7f0b196,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SundriedTomatoTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#TomatoTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Caprina,7eeaf48c-726c-4dce-bccb-c6e331e8b12c,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Caprina,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Caprina,573c12a5-bf06-49b9-ab0a-3b86c054716a,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Caprina,31106680-75b4-43df-b7f5-2fdc41f7448a,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Caprina,55349aea-57bd-4110-8e60-f711ef93a9db,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Caprina,fa47e499-b181-431e-8e46-a9b3c6f17bee,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#GreenPepperTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#PepperTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#UnclosedPizza,2f7bd222-e2f8-49bb-a427-be3d65746a09,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#UnclosedPizza,http://www.co-ode.org/ontologies/pizza/pizza.owl#Pizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#MixedSeafoodTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#FishTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PepperTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#TobascoPepperSauce,67bb3111-70b5-4c96-9a28-94ceae81307d,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#TobascoPepperSauce,http://www.co-ode.org/ontologies/pizza/pizza.owl#SauceTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#GarlicTopping,396cc205-fccd-48f7-9a78-a672f5a8981f,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#GarlicTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#RedOnionTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#OnionTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PrawnsTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#FishTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Giardiniera,042ce11b-4a4e-4ac9-93eb-0ecf271aa2b6,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Giardiniera,4bdcca30-fe9f-4ff9-969f-e2fa784abe01,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Giardiniera,f186af69-7eca-454d-9f67-e2739d97d7bb,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Giardiniera,40e47890-017a-472f-afb4-01a6c4dd6eda,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Giardiniera,b2753ee9-c1c4-4fc4-891d-0eb6ad60f66f,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Giardiniera,99df0b0b-7eb2-4bd0-a62d-ab7511e7e2e0,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Giardiniera,7d9c2d26-c8a2-4da6-843a-aaa68f0a67f3,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Giardiniera,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Giardiniera,b11d8c5e-02f7-461d-b89e-67ecab18886b,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Giardiniera,b5d17f1f-eccf-4cf3-8d3f-3c08dade6827,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PeperonataTopping,664d38f5-0bc8-43d5-882b-6f3cd1e9c270,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#PeperonataTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#PepperTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Veneziana,d48c062f-65a0-406a-b022-692b2dad18b6,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Veneziana,http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Veneziana,38f60e82-0cb9-4636-822d-a88bef9e4c0c,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Veneziana,8e4b3858-4d4c-48bb-8a89-8b51c1ab5fa9,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Veneziana,4cc3d688-53c7-4863-a8b9-23ea430e3450,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Veneziana,3cd09aa6-7e00-4ed6-993c-c8df4c2b82b6,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Veneziana,a7fe5a55-33e0-4ac8-ad81-a148c3690b96,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Veneziana,31f49aaf-6baf-4fa7-b6c5-35cc2b8caad5,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Veneziana,c18c6617-e602-4f91-ad58-a65bab06aeea,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#Veneziana,27dd86d0-a0cd-47f1-9937-dabe32e194c2,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SpinachTopping,878a5365-6805-430b-b3f3-8ca8084dca9c,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#SpinachTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#ParmesanTopping,18684cf5-9371-4b14-98a4-c8ad8e0bb355,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#ParmesanTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#CheeseTopping,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#RealItalianPizza,f81b442e-4a0d-4f7e-9f3a-147476175eac,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#MushroomTopping,fcf22ae0-8429-4afa-b216-be15e8f34906,@rdfs:subClassOf
http://www.co-ode.org/ontologies/pizza/pizza.owl#MushroomTopping,http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,@rdfs:subClassOf
